state	votetrump	age	female	collegeed	famincr	ideo	pid7na	bornagain	religimp	churchatd	prayerfreq	angryracism	whiteadv	fearraces	racerare
Minnesota	0	68	1	0	6	3	Strong D	0	3	1	6	Agree	Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	18	1	0	8	2	Ind. Lean D	1	2	3	5	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	0	57	1	0	5	4	Not Strong R	0	3	2	4	Agree	Agree	Disagree	Disagree
Illinois	0	55	0	1	10	3	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Wisconsin	NA	40	1	0	6	3	Strong D	1	4	5	6	Strongly Agree	NA/ND	Strongly Disagree	Agree
Michigan	0	62	1	0	2	3	Indep.	0	2	2	2	Agree	NA/ND	Disagree	Disagree
Ohio	1	68	1	0	NA	3	Not Strong R	0	3	3	6	Agree	NA/ND	NA/ND	Disagree
Minnesota	NA	52	0	0	11	4	Strong R	0	1	3	1	NA	NA	NA	NA
Michigan	1	24	1	1	7	4	Not Strong R	1	4	4	7	Strongly Agree	NA/ND	Disagree	Disagree
Ohio	1	21	1	0	6	4	Strong R	1	4	5	7	Strongly Agree	Strongly Disagree	Disagree	Disagree
Indiana	1	79	1	0	3	4	Not Strong R	0	3	2	5	Agree	Disagree	Disagree	Disagree
Indiana	NA	23	1	0	2	NA	NA	0	2	2	2	Agree	Strongly Disagree	Strongly Agree	Strongly Disagree
Indiana	NA	79	1	0	5	4	Indep.	1	3	1	7	Agree	Strongly Agree	Agree	Agree
Ohio	1	30	1	0	5	5	Strong R	1	4	6	7	Strongly Agree	NA/ND	NA/ND	Agree
Minnesota	1	56	0	0	5	4	Strong R	1	4	5	7	Agree	Disagree	Disagree	Strongly Agree
Pennsylvania	1	52	0	0	10	4	Ind. Lean R	0	4	5	5	Strongly Agree	Agree	Disagree	NA/ND
Pennsylvania	NA	53	0	0	4	3	Not Strong D	0	4	4	7	Strongly Agree	Disagree	NA/ND	NA/ND
Illinois	NA	24	0	0	NA	NA	Indep.	0	2	1	2	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	0	42	0	0	5	3	Indep.	0	2	2	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Indiana	NA	22	1	0	5	NA	NA	0	3	1	2	Agree	Strongly Disagree	Agree	NA/ND
Ohio	0	40	0	1	11	2	Strong D	0	3	5	5	Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	30	0	1	10	3	Strong R	1	4	5	7	NA/ND	Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	55	1	0	9	5	Indep.	0	4	1	3	Agree	NA/ND	NA/ND	NA/ND
Ohio	0	39	1	1	7	2	Ind. Lean D	0	1	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Indiana	NA	30	1	0	4	NA	Indep.	1	4	5	7	NA/ND	NA/ND	NA/ND	NA/ND
Indiana	NA	36	0	0	6	1	Strong D	0	1	1	1	NA	NA	NA	NA
Illinois	NA	24	0	0	5	3	Not Strong R	1	3	4	3	NA	NA	NA	NA
Illinois	0	32	1	1	5	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Indiana	1	83	1	0	4	4	Indep.	1	4	5	7	Strongly Agree	Disagree	Disagree	Disagree
Ohio	1	58	1	0	3	4	Ind. Lean R	0	4	5	7	Strongly Agree	Strongly Disagree	Disagree	Agree
Illinois	0	43	0	0	10	3	Ind. Lean R	0	2	1	3	Strongly Agree	NA/ND	NA/ND	NA/ND
Pennsylvania	NA	56	0	0	5	3	Indep.	0	3	2	3	NA	NA	NA	NA
Iowa	NA	30	1	0	4	3	Indep.	0	2	3	7	NA	NA	NA	NA
Michigan	1	65	1	0	8	4	Indep.	0	2	2	2	Agree	Disagree	Disagree	NA/ND
Pennsylvania	0	57	1	0	4	2	Strong D	1	4	2	7	Strongly Agree	Agree	Disagree	Disagree
Illinois	0	47	1	0	11	3	Ind. Lean R	0	3	1	3	Agree	Agree	Disagree	NA/ND
Wisconsin	0	39	0	0	7	3	Ind. Lean D	0	2	1	2	NA/ND	Agree	NA/ND	NA/ND
Iowa	1	41	0	0	7	4	Strong R	1	3	3	6	Agree	Strongly Disagree	NA/ND	NA/ND
Illinois	NA	18	1	0	10	1	Strong D	0	1	1	1	NA	NA	NA	NA
Wisconsin	1	36	1	0	5	3	Not Strong R	1	3	3	6	NA/ND	NA/ND	Strongly Agree	Agree
Ohio	1	64	1	0	NA	3	Indep.	0	4	2	6	Agree	Strongly Agree	Strongly Disagree	NA/ND
Wisconsin	NA	53	0	0	1	NA	Indep.	0	1	1	1	Strongly Disagree	Agree	Strongly Disagree	Strongly Disagree
Wisconsin	1	41	0	0	8	5	Indep.	0	3	2	2	Disagree	Disagree	Disagree	Disagree
Pennsylvania	1	64	0	0	2	NA	Indep.	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Pennsylvania	1	31	0	1	10	3	Strong D	0	3	4	5	Agree	Strongly Disagree	Strongly Agree	Strongly Disagree
Ohio	NA	38	1	0	3	NA	Indep.	0	2	1	2	NA	NA	NA	NA
Illinois	0	58	1	0	NA	2	Not Strong D	0	3	2	6	NA/ND	Disagree	NA/ND	NA/ND
Ohio	1	36	0	1	8	3	Strong R	1	3	4	3	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree
Ohio	1	59	0	0	10	3	Ind. Lean R	0	1	1	1	NA/ND	NA/ND	NA/ND	Disagree
Wisconsin	0	29	1	0	NA	NA	NA	1	2	2	2	Strongly Agree	Disagree	NA/ND	Strongly Disagree
Michigan	0	58	0	0	2	2	Strong D	0	1	2	2	Strongly Agree	Strongly Agree	Agree	Disagree
Michigan	NA	76	1	0	4	2	Ind. Lean R	0	1	1	5	NA	NA	NA	NA
Michigan	0	80	0	0	3	2	Strong D	0	3	5	6	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Disagree
Wisconsin	NA	47	1	1	5	2	Not Strong D	0	3	3	1	Strongly Agree	Agree	Disagree	Agree
Michigan	NA	44	0	0	4	2	Strong D	0	3	2	5	NA	NA	NA	NA
Pennsylvania	NA	43	0	1	12	3	Not Strong R	0	2	2	2	NA	NA	NA	NA
Wisconsin	NA	58	0	0	6	4	Not Strong D	0	3	4	5	NA	NA	NA	NA
Ohio	1	80	1	0	5	4	Strong R	1	4	5	6	Agree	NA/ND	Agree	Disagree
Illinois	1	34	1	0	6	3	Not Strong D	0	1	1	1	Strongly Agree	Strongly Disagree	Agree	Strongly Disagree
Pennsylvania	1	37	0	0	5	3	Indep.	0	4	2	6	Agree	Disagree	Strongly Disagree	Strongly Disagree
Michigan	0	62	1	1	3	3	Indep.	1	4	2	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Iowa	NA	28	0	0	4	1	Strong D	1	4	1	5	NA	NA	NA	NA
Pennsylvania	0	38	1	1	1	3	Strong D	0	4	5	7	Strongly Agree	Disagree	Disagree	Disagree
Iowa	0	31	1	0	1	1	Strong D	0	1	1	2	Strongly Agree	Agree	Disagree	NA/ND
Michigan	0	32	1	0	5	NA	Indep.	0	1	1	1	NA/ND	NA/ND	Disagree	Disagree
Indiana	0	41	1	1	1	2	Strong D	0	4	4	7	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Illinois	1	55	1	0	NA	4	Strong R	1	4	3	6	Agree	NA/ND	NA/ND	NA/ND
Pennsylvania	NA	39	1	0	4	3	Not Strong R	0	3	2	5	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Pennsylvania	NA	70	1	0	3	NA	NA	0	4	4	5	Strongly Agree	Disagree	Strongly Disagree	NA/ND
Ohio	0	18	0	0	8	NA	Ind. Lean D	0	4	5	6	Agree	Strongly Disagree	Strongly Disagree	Agree
Pennsylvania	NA	44	1	0	6	3	Not Strong R	0	3	3	5	NA	NA	NA	NA
Indiana	NA	39	1	1	NA	NA	NA	0	2	1	NA	Agree	NA/ND	Disagree	Agree
Illinois	NA	32	0	1	12	3	Not Strong R	0	4	5	7	NA	NA	NA	NA
Wisconsin	0	57	1	0	5	4	Not Strong D	0	1	1	2	Strongly Agree	NA/ND	NA/ND	Disagree
Illinois	0	35	1	1	3	1	Ind. Lean D	0	2	2	2	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	NA	34	0	1	8	3	Ind. Lean D	0	2	3	2	NA	NA	NA	NA
Illinois	1	55	0	0	5	5	Strong R	0	2	2	3	Agree	Strongly Disagree	Strongly Disagree	Disagree
Indiana	0	60	0	0	9	2	Strong D	0	2	2	3	Agree	Disagree	Disagree	NA/ND
Illinois	1	47	0	0	NA	4	Strong R	0	3	1	5	Strongly Agree	Disagree	Strongly Disagree	Agree
Michigan	NA	18	1	0	4	2	Strong D	0	1	1	1	NA	NA	NA	NA
Ohio	0	43	1	1	9	3	Not Strong D	0	2	1	3	Strongly Agree	Agree	Disagree	NA/ND
Ohio	1	50	0	0	5	4	Strong R	1	4	5	6	Agree	Disagree	Disagree	Agree
Pennsylvania	0	38	1	1	5	2	Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	NA/ND
Indiana	NA	66	0	0	NA	4	Ind. Lean R	0	2	2	2	Agree	Strongly Disagree	NA/ND	Disagree
Minnesota	NA	91	1	0	4	4	Strong D	1	4	4	6	Strongly Agree	Disagree	Agree	Disagree
Ohio	NA	32	0	0	2	NA	Strong D	0	3	2	6	Agree	Agree	NA/ND	NA/ND
Michigan	NA	51	1	0	3	3	Not Strong R	0	4	2	7	NA	NA	NA	NA
Ohio	1	51	0	0	11	5	Strong R	0	3	3	5	Agree	Disagree	Disagree	Agree
Wisconsin	NA	48	0	0	9	4	Ind. Lean R	1	3	2	5	NA	NA	NA	NA
Ohio	0	63	0	1	4	2	Ind. Lean D	1	4	4	7	Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	0	40	1	1	3	1	Strong D	0	4	1	4	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Illinois	1	57	0	0	7	4	Ind. Lean R	0	3	2	3	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Michigan	NA	33	1	0	3	NA	Indep.	0	1	1	1	NA/ND	NA/ND	NA/ND	Disagree
Indiana	NA	37	0	1	9	2	Not Strong D	0	3	3	2	NA	NA	NA	NA
Indiana	NA	35	0	0	4	NA	Indep.	0	2	1	5	NA/ND	NA/ND	NA/ND	NA/ND
Illinois	1	32	1	1	8	4	Not Strong R	1	4	3	5	NA/ND	Agree	Disagree	NA/ND
Ohio	0	73	1	0	4	4	Not Strong D	0	4	4	7	Agree	Disagree	Strongly Disagree	NA/ND
Ohio	1	20	1	0	11	4	Not Strong R	0	4	6	7	Agree	Agree	Disagree	NA/ND
Indiana	1	40	0	1	12	3	Not Strong R	0	2	1	3	Strongly Agree	Disagree	NA/ND	Disagree
Minnesota	NA	18	1	0	4	2	Strong D	1	3	4	3	NA	NA	NA	NA
Ohio	NA	50	1	0	10	NA	Indep.	1	4	2	6	Agree	Strongly Agree	Strongly Disagree	Agree
Pennsylvania	0	25	1	1	6	2	Strong D	0	1	1	1	Agree	Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	25	1	0	5	NA	Strong D	1	3	2	6	Strongly Agree	Strongly Agree	NA/ND	NA/ND
Michigan	1	64	1	0	4	3	Strong R	0	3	2	6	Strongly Agree	Disagree	Agree	Agree
Ohio	1	57	1	0	6	4	Ind. Lean R	1	4	5	6	Agree	Disagree	Strongly Disagree	Agree
Iowa	NA	21	0	0	4	3	Indep.	0	1	5	1	Agree	Agree	Disagree	NA/ND
Pennsylvania	0	26	1	1	5	2	Not Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	NA/ND
Ohio	0	59	1	0	2	NA	Indep.	0	4	2	6	Strongly Agree	Disagree	NA/ND	NA/ND
Indiana	1	60	1	0	4	3	Not Strong D	0	4	2	NA	Strongly Agree	NA/ND	Disagree	NA/ND
Michigan	1	46	1	0	10	3	Not Strong R	0	3	2	5	Strongly Agree	Strongly Disagree	Disagree	NA/ND
Wisconsin	NA	28	1	0	7	NA	Indep.	0	3	2	2	Strongly Agree	Agree	NA/ND	NA/ND
Wisconsin	0	61	0	1	6	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	0	28	1	0	4	2	Not Strong D	0	2	1	3	Strongly Agree	Agree	Disagree	Strongly Disagree
Michigan	1	63	0	1	8	4	Strong R	0	4	3	7	Agree	Strongly Disagree	Disagree	NA/ND
Illinois	NA	23	0	0	1	3	Strong D	1	4	1	6	NA	NA	NA	NA
Indiana	NA	35	1	0	9	NA	Indep.	0	2	1	1	Agree	NA/ND	Disagree	Disagree
Pennsylvania	NA	35	1	0	9	NA	Indep.	1	3	1	2	NA/ND	Strongly Disagree	Strongly Disagree	Strongly Agree
Michigan	1	67	1	0	1	4	Strong R	1	1	1	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Disagree
Wisconsin	0	33	0	0	5	5	Ind. Lean R	1	4	6	7	Strongly Agree	Agree	Disagree	Disagree
Michigan	0	28	1	1	3	2	Not Strong D	0	2	1	7	Strongly Agree	Agree	Disagree	Disagree
Indiana	NA	25	0	0	5	5	Ind. Lean R	0	1	1	1	NA	NA	NA	NA
Pennsylvania	NA	73	0	0	5	3	Ind. Lean D	0	1	2	6	Strongly Agree	Strongly Agree	NA/ND	Disagree
Pennsylvania	1	63	1	0	NA	4	Ind. Lean R	1	3	3	6	NA/ND	NA/ND	Disagree	Disagree
Illinois	0	62	0	0	5	3	Not Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Wisconsin	NA	61	0	0	2	4	Ind. Lean R	1	3	2	5	NA/ND	NA/ND	Disagree	Agree
Michigan	1	30	0	1	10	4	Strong R	1	4	5	6	Disagree	Strongly Disagree	Strongly Disagree	Agree
Ohio	1	81	1	0	NA	5	Strong R	0	1	1	1	Disagree	Agree	Agree	Disagree
Minnesota	1	29	1	0	1	3	Indep.	0	4	6	7	Strongly Agree	Strongly Disagree	Strongly Agree	Strongly Agree
Wisconsin	1	40	0	0	6	4	Ind. Lean R	1	4	3	5	Agree	Agree	Strongly Disagree	Disagree
Minnesota	0	70	1	0	1	2	Strong D	0	4	5	1	Strongly Agree	Strongly Agree	Disagree	Disagree
Illinois	0	30	1	1	6	3	Not Strong D	0	2	4	2	Strongly Agree	Strongly Agree	Disagree	Disagree
Iowa	1	23	1	0	7	3	Ind. Lean R	0	1	2	2	Disagree	Agree	Strongly Disagree	Agree
Illinois	1	29	0	0	3	3	Indep.	0	1	1	1	Strongly Agree	NA/ND	NA/ND	NA/ND
Wisconsin	0	44	0	0	7	3	Indep.	0	1	1	1	Strongly Agree	Disagree	Strongly Disagree	Disagree
Ohio	0	40	1	1	6	2	Not Strong D	0	1	2	2	NA/ND	NA/ND	Disagree	NA/ND
Minnesota	NA	21	1	0	6	2	Strong D	0	3	2	6	NA	NA	NA	NA
Ohio	1	74	1	0	7	5	Strong R	0	4	6	7	Strongly Agree	Strongly Disagree	Agree	Strongly Agree
Illinois	NA	30	0	0	9	3	Indep.	0	2	4	5	NA	NA	NA	NA
Ohio	1	41	0	1	11	5	Strong R	0	2	2	1	Agree	Agree	Strongly Disagree	Agree
Pennsylvania	1	63	1	0	11	4	Strong R	0	3	2	NA	Strongly Agree	NA/ND	Agree	Disagree
Pennsylvania	1	26	1	0	4	4	Strong R	0	2	2	3	Agree	Disagree	Disagree	Disagree
Michigan	1	32	1	1	9	5	Not Strong R	1	4	5	7	NA/ND	NA/ND	Disagree	NA/ND
Pennsylvania	NA	28	1	0	NA	4	Strong R	0	4	1	7	NA	NA	NA	NA
Michigan	NA	32	0	0	9	2	Not Strong D	0	2	1	1	NA/ND	NA/ND	NA/ND	Agree
Illinois	0	27	1	0	7	4	Not Strong D	1	2	3	1	Strongly Agree	Agree	Strongly Agree	Disagree
Minnesota	NA	32	0	1	8	5	Strong D	0	3	3	2	NA	NA	NA	NA
Illinois	1	28	1	1	2	5	Strong R	1	4	6	6	Agree	Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	25	1	0	7	2	Not Strong D	0	1	1	1	NA	NA	NA	NA
Illinois	0	31	1	1	7	3	Not Strong R	1	4	5	6	Strongly Agree	Agree	NA/ND	NA/ND
Pennsylvania	1	42	1	1	NA	4	Not Strong R	0	4	5	6	Agree	NA/ND	Disagree	NA/ND
Pennsylvania	1	57	1	0	7	2	Not Strong R	0	3	2	7	NA/ND	Strongly Disagree	Disagree	Disagree
Michigan	1	22	1	1	12	3	Not Strong R	0	4	5	6	Agree	Agree	Disagree	Disagree
Wisconsin	1	39	0	0	8	3	NA	1	2	2	2	Agree	Agree	Disagree	Disagree
Illinois	1	78	0	0	3	5	Not Strong R	1	4	6	7	Strongly Disagree	Strongly Disagree	Disagree	Disagree
Wisconsin	1	26	0	1	4	3	Not Strong R	0	2	2	2	NA/ND	Disagree	Strongly Disagree	Agree
Pennsylvania	0	58	1	1	5	4	Indep.	0	2	2	2	Strongly Disagree	Agree	Disagree	Disagree
Pennsylvania	0	67	0	0	3	2	Strong D	1	3	3	5	Strongly Agree	Agree	Strongly Disagree	Disagree
Michigan	1	61	1	0	7	4	Ind. Lean R	0	4	4	6	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Ohio	0	70	0	0	10	3	Ind. Lean D	1	3	5	6	Agree	Agree	Disagree	Agree
Wisconsin	NA	29	0	1	5	2	Not Strong D	0	2	1	1	NA	NA	NA	NA
Pennsylvania	NA	18	0	0	6	2	Strong D	0	1	1	6	NA	NA	NA	NA
Pennsylvania	0	58	1	0	8	5	Indep.	0	4	4	6	Agree	Strongly Agree	NA/ND	Disagree
Pennsylvania	1	34	1	0	2	4	Strong R	0	3	1	3	NA/ND	Strongly Disagree	Disagree	Agree
Illinois	1	41	1	1	6	3	Ind. Lean R	0	4	1	7	Disagree	Strongly Disagree	Disagree	Agree
Wisconsin	NA	36	1	0	5	5	NA	0	1	1	1	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	1	80	1	0	NA	4	Strong R	1	4	6	7	NA/ND	Agree	Disagree	Strongly Disagree
Wisconsin	NA	35	1	1	2	NA	Ind. Lean R	0	3	1	1	NA/ND	NA/ND	NA/ND	Agree
Ohio	NA	34	1	0	4	3	Indep.	0	3	3	5	NA	NA	NA	NA
Indiana	1	37	0	1	3	5	Strong R	1	4	5	7	Strongly Agree	NA/ND	NA/ND	NA/ND
Wisconsin	0	22	0	0	2	2	Strong D	0	1	1	1	Agree	Agree	Disagree	NA/ND
Minnesota	NA	18	1	0	3	1	Indep.	0	1	2	1	NA	NA	NA	NA
Indiana	0	37	0	1	4	2	Strong D	0	2	1	2	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	0	41	1	0	6	3	Ind. Lean D	0	3	2	NA	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	1	54	1	0	3	3	NA	0	3	2	2	Strongly Agree	NA/ND	NA/ND	NA/ND
Illinois	NA	32	0	1	11	3	Not Strong R	0	3	5	4	NA	NA	NA	NA
Ohio	NA	23	1	1	6	2	Ind. Lean D	0	3	5	6	Strongly Agree	Strongly Agree	Disagree	Disagree
Ohio	0	41	1	0	5	3	Not Strong R	0	1	1	1	Agree	Agree	Strongly Disagree	Disagree
Michigan	NA	24	0	0	2	1	Strong D	0	1	1	1	NA	NA	NA	NA
Indiana	NA	29	1	0	7	3	Ind. Lean D	0	2	2	3	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Pennsylvania	0	30	1	1	6	3	NA	0	2	NA	6	Agree	NA/ND	NA/ND	Disagree
Ohio	1	31	0	0	5	3	Ind. Lean R	1	4	4	3	Strongly Agree	Disagree	Strongly Disagree	Disagree
Ohio	0	39	0	0	2	3	Ind. Lean D	0	1	2	2	NA/ND	Strongly Disagree	Agree	NA/ND
Pennsylvania	NA	29	1	0	4	4	Ind. Lean R	1	4	6	6	Strongly Agree	Disagree	Disagree	NA/ND
Michigan	NA	19	0	0	12	3	Not Strong R	0	4	5	7	NA	NA	NA	NA
Michigan	0	39	0	0	8	2	Not Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Pennsylvania	0	33	1	0	3	3	Not Strong D	0	1	1	1	NA/ND	Agree	NA/ND	NA/ND
Minnesota	0	31	1	1	5	3	Indep.	0	2	3	2	Agree	Disagree	Disagree	Agree
Minnesota	0	43	1	0	7	2	Strong D	0	4	5	7	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Illinois	NA	37	0	1	8	4	Indep.	1	4	2	3	NA	NA	NA	NA
Ohio	0	55	1	0	5	NA	Strong D	0	4	3	6	Strongly Agree	Agree	NA/ND	NA/ND
Ohio	0	26	1	1	2	2	Ind. Lean D	1	4	5	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Illinois	1	32	1	0	NA	4	Strong R	0	3	2	3	Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Indiana	NA	24	1	0	3	3	NA	0	2	2	2	NA	NA	NA	NA
Michigan	0	27	1	0	4	2	Not Strong D	0	3	3	5	Strongly Agree	Strongly Disagree	NA/ND	NA/ND
Ohio	0	42	0	1	4	1	Strong D	0	1	1	1	Strongly Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	0	48	1	0	7	1	Strong D	0	4	1	6	Strongly Agree	Disagree	Disagree	Disagree
Minnesota	1	45	0	0	1	5	Strong R	0	1	1	1	NA/ND	Disagree	Agree	Agree
Ohio	NA	34	1	0	2	3	Indep.	0	1	1	2	Agree	NA/ND	Agree	Disagree
Minnesota	NA	35	0	0	2	3	Indep.	0	1	1	1	Agree	Disagree	Agree	NA/ND
Michigan	1	20	0	0	3	5	Strong R	1	4	5	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Agree
Minnesota	1	75	1	0	6	4	Strong R	0	4	5	6	Agree	NA/ND	NA/ND	Disagree
Ohio	1	48	1	0	6	4	Not Strong R	1	4	6	7	Agree	Disagree	Disagree	Agree
Ohio	NA	19	1	0	12	4	Not Strong R	1	4	6	7	NA	NA	NA	NA
Illinois	NA	42	0	0	NA	2	Indep.	0	3	2	2	NA	NA	NA	NA
Pennsylvania	1	64	0	1	8	4	Not Strong R	0	4	5	6	Disagree	Strongly Disagree	Strongly Disagree	Agree
Michigan	NA	24	1	0	8	4	Indep.	0	3	1	4	NA	NA	NA	NA
Illinois	NA	33	0	1	10	4	Not Strong R	0	2	3	2	NA	NA	NA	NA
Indiana	0	24	1	1	NA	1	Strong D	0	1	1	1	Agree	Strongly Agree	Agree	Strongly Disagree
Illinois	NA	36	0	1	9	5	Strong D	0	4	4	6	NA	NA	NA	NA
Indiana	NA	27	0	0	3	NA	NA	0	2	1	1	NA	NA	NA	NA
Ohio	0	36	1	1	5	1	Strong D	0	1	2	4	Agree	Agree	Disagree	Disagree
Pennsylvania	NA	21	1	0	5	1	Ind. Lean D	0	1	2	2	NA	NA	NA	NA
Pennsylvania	0	72	1	0	4	3	Strong D	0	3	4	6	Agree	Agree	Disagree	Disagree
Indiana	0	30	1	1	8	3	Not Strong D	0	3	4	5	Strongly Agree	Agree	Agree	Strongly Disagree
Indiana	1	31	1	1	4	5	Strong R	0	3	1	2	Strongly Agree	Agree	Disagree	Agree
Pennsylvania	NA	28	1	1	6	3	Not Strong D	0	1	1	3	NA	NA	NA	NA
Illinois	1	68	1	0	3	4	Not Strong R	1	4	5	6	Disagree	Agree	Agree	Strongly Agree
Ohio	NA	26	1	0	1	NA	NA	0	2	NA	NA	NA	NA	NA	NA
Illinois	NA	24	1	1	8	3	Ind. Lean R	0	2	4	3	NA	NA	NA	NA
Michigan	0	72	1	0	2	2	Indep.	0	3	2	6	Strongly Agree	Disagree	Disagree	Agree
Illinois	NA	35	1	0	4	3	Indep.	0	3	1	6	NA	NA	NA	NA
Illinois	NA	30	1	1	11	4	Not Strong R	0	1	1	1	NA	NA	NA	NA
Pennsylvania	0	39	1	1	5	1	Strong D	0	1	2	2	Agree	Strongly Agree	Agree	Disagree
Minnesota	0	47	1	0	4	1	Ind. Lean D	0	1	5	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	29	1	1	5	NA	Indep.	0	2	2	2	Agree	Agree	Strongly Disagree	Disagree
Minnesota	NA	44	0	0	3	3	Indep.	0	3	3	7	NA	NA	NA	NA
Minnesota	0	38	1	1	9	3	Ind. Lean D	0	3	4	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	1	62	0	0	8	4	Not Strong R	0	4	3	5	NA/ND	Agree	Disagree	Disagree
Pennsylvania	NA	35	1	0	7	3	NA	0	1	1	1	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Pennsylvania	NA	21	1	0	6	1	Strong D	0	1	1	1	NA	NA	NA	NA
Minnesota	1	59	1	0	5	4	Not Strong R	0	2	2	1	NA/ND	NA/ND	Disagree	Agree
Pennsylvania	1	27	1	0	6	4	Not Strong R	0	1	1	1	Strongly Agree	Strongly Disagree	NA/ND	NA/ND
Wisconsin	1	44	1	0	3	5	Strong R	0	4	2	7	Agree	NA/ND	Disagree	Disagree
Ohio	1	36	0	1	12	4	Ind. Lean R	0	2	2	2	NA/ND	Agree	Disagree	Disagree
Pennsylvania	0	42	1	1	9	4	NA	0	3	5	5	Agree	NA/ND	Strongly Disagree	NA/ND
Ohio	NA	18	0	0	7	3	Indep.	0	1	1	1	NA	NA	NA	NA
Indiana	0	64	1	0	4	3	Ind. Lean R	0	2	2	2	NA/ND	Agree	Disagree	NA/ND
Ohio	NA	34	1	0	3	3	Not Strong D	0	3	1	2	Agree	Agree	Disagree	Disagree
Indiana	NA	29	0	0	3	3	Ind. Lean D	0	1	1	1	Agree	Disagree	Strongly Disagree	Strongly Agree
Iowa	0	19	1	0	12	2	Not Strong D	0	1	2	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Minnesota	0	40	0	1	7	3	Ind. Lean D	0	3	4	2	Agree	Disagree	Disagree	NA/ND
Wisconsin	1	44	0	0	3	3	Ind. Lean R	0	2	2	6	NA/ND	Strongly Disagree	Disagree	NA/ND
Illinois	NA	33	1	0	2	2	Indep.	1	3	2	7	Strongly Agree	NA/ND	NA/ND	Disagree
Wisconsin	NA	67	1	0	2	3	Strong D	0	2	1	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Ohio	0	57	0	0	2	3	Strong D	0	3	1	5	Strongly Agree	NA/ND	NA/ND	Strongly Disagree
Pennsylvania	NA	53	1	0	4	3	Not Strong D	0	3	2	3	Agree	Agree	Agree	NA
Wisconsin	0	40	1	1	9	2	Strong D	0	1	1	1	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Michigan	1	62	1	0	10	4	Ind. Lean R	0	2	2	5	Strongly Agree	Agree	Disagree	Strongly Disagree
Ohio	0	22	1	1	4	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	NA	30	1	0	1	NA	NA	0	3	1	6	NA	NA	NA	NA
Michigan	1	68	0	0	7	3	Ind. Lean R	0	3	1	5	Strongly Agree	Agree	Strongly Disagree	NA/ND
Indiana	1	32	1	1	NA	5	Strong R	1	4	5	3	Agree	NA/ND	Disagree	NA/ND
Pennsylvania	0	61	1	0	8	3	Not Strong D	0	4	2	7	Strongly Agree	NA/ND	Agree	Strongly Disagree
Michigan	1	36	0	1	8	3	Indep.	0	2	1	1	Disagree	Strongly Disagree	Strongly Disagree	Agree
